year,iso3_code,fishery_name,fishery_id,fao_area_code,gear,total_catch_fishery,catch_w_discard,scaleup_id,fao_landing_c_name,depth,location,vessel_length,un_code,identifier,iso2_code,official_name_en,watson_country_id,watson_c_name,fao_c_name,productive_sector,fisheries_sector,GilmanGear25Description,GFWClass,GFWCategory
2017,AGO,Angola SEAO longline tuna fishery,8,47,LLP,14417,14606.891070201274,4,Angola,NA,none,none,024,7,AO,the Republic of Angola,24,Angola,Angola,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,AGO,Industrial Demersal Finfish Trawl (OTB),14,47,OTB,49175.99,71166.41085405863,10,Angola,0-100m,Inshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,AGO,Industrial Inshore Crustacean Trawl (TBS),15,47,OTS,2171.9,4815.742418507153,11,Angola,0-100m,Inshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Shrimp trawl,trawlers,trawlers
2017,AGO,Industrial Offshore Crustacean Trawl (TBD),16,47,OTS,1814.5,4023.281776740095,12,Angola,>500m,Offshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Shrimp trawl,trawlers,trawlers
2017,AGO,Industrial Small Pelagic Purse Seine (PS),17,47,PS_,247657.65000000005,259871.61650219033,13,Angola,0-100m,Inshore,24-40 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Purse seine,other_seines,seiners
2017,AGO,Industrial Tuna Purse Seine (PS),18,47,PS_,1576.8999999999999,1678.7435996259244,14,Angola,100-500m,Offshore,24-40 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Purse seine,other_seines,seiners
2017,AGO,Industrial Tuna Surface Longline (LL),19,47,LLP,490.90000000000003,497.36558353353394,15,Angola,100-500m,Offshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,AGO,Semi Industrial Deep Water Crab Trap (FPO),21,47,FPO,1303.2,1562.590292167055,17,Angola,>500m,Offshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Pots,pots_and_traps,pots_and_traps
2017,AGO,Semi Industrial Large Pelagic Pole & Line (LHP),22,47,PL_,248.95,274.7816876461687,18,Angola,100-500m,Inshore,10-24 m,024,7,AO,the Republic of Angola,24,Angola,Angola,industrial,industrial,Pole-and-line,pole_and_line,pole_and_line
2017,ALB,Albania PS Med BFT fishery,1,37,PS_,57,59.81023255813953,25,Albania,NA,none,none,008,3,AL,the Republic of Albania,8,Albania,Albania,none,industrial,Purse seine,other_seines,seiners
2017,ARG,Patagonian beam trawls,37,41,TBB,166509.8,306647.88220890035,32,Argentina,NA,none,none,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,Beam trawls,trawlers,trawlers
2017,ARG,Patagonian bottom longlines,38,41,LLB,1591.51,2091.3398423401177,33,Argentina,NA,none,none,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,ARG,Patagonian coastal trawlers,39,41,OTB,113563.45999999999,164346.54153532625,34,Argentina,NA,Offshore,10-24 m,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,ARG,Patagonian midwater trawls,40,41,OTM,213161.85,214880.8971184223,35,Argentina,NA,none,none,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,"Otter trawls, midwater",trawlers,trawlers
2017,ARG,Patagonian shrimp trawls,41,41,OTT,170287.59999999998,493587.2455777632,36,Argentina,NA,none,none,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,Otter twin trawls,trawlers,trawlers
2017,ARG,Patagonian squid jiggers,42,41,HL_,84294.5,93143.09427277288,37,Argentina,NA,none,>40 m,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,Handlines,pole_and_line,pole_and_line
2017,ARG,Patagonian surimi processors,43,41,OTB,23941.65,34647.82919441462,38,Argentina,NA,none,>40 m,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,ARG,Patagonian traps,44,41,FPO,2377.9700000000003,2851.282894849127,39,Argentina,NA,none,none,032,9,AR,the Argentine Republic,32,Argentina,Argentina,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,AUS,Australia EIO driftnet fishery,50,57,GNP,16313.04,18474.563505646507,47,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Pelagic gillnets,driftnets,driftnets
2017,AUS,Australia EIO HL fishery,51,57,HL_,8159.17,9015.657558125122,48,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Handlines,pole_and_line,pole_and_line
2017,AUS,Australia EIO longline fishery,52,57,LLP,142.36,153.73675781128074,49,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,AUS,Tasmanian Southern Rock Lobster,57,57,FPO,25633.739999999998,30735.89964780987,54,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,AUS,Antarctic longlines,58,58,LLB,2601.68,3418.7642673905607,55,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,AUS,Antarctic bottom trawls,59,58,OTB,1836.4999999999998,2657.741812426218,56,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,AUS,Australia WCPO longline tuna fishery,60,71,LLP,2945.63,3036.7317976184386,57,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,AUS,Commonwealth Northern Prawn,62,71,OTS,15035.16,53696.99999999999,59,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Shrimp trawl,trawlers,trawlers
2017,AUS,Queensland Coral Reef Finfish,63,71,PL_,1789.8999999999999,2030.4004782852458,60,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Pole-and-line,pole_and_line,pole_and_line
2017,AUS,Queensland East Coast Otter Trawl,65,71,OTB,9665.46,42023.73865096822,62,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,AUS,Queensland Gulf of Carpentaria Line,66,71,PL_,3579.7999999999997,3839.544971751412,63,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Pole-and-line,pole_and_line,pole_and_line
2017,AUS,NSW Estuary Prawn Trawl,69,81,OTS,4177.58,5836.550968438209,66,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Shrimp trawl,trawlers,trawlers
2017,AUS,NSW Ocean Fish Trawl,70,81,OTB,3317.4900000000002,6104.181491751647,67,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,AUS,Queensland Spanner crab,72,81,FPO,614.35,728.2509473492942,69,Australia,NA,none,none,036,10,AU,Australia,36,Australia,Australia,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,BEL,British islands grounds beam trawls for flatfish,99,27,TBB,5755.6500000000005,13385.232535470814,70,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Beam trawls,trawlers,trawlers
2017,BEL,British islands grounds dredges,100,27,DRB,200.64000000000001,232.7608259717315,71,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Boat dredges,dredge_fishing,dredge_fishing
2017,BEL,British islands grounds scottish seine for finfish,101,27,SV_,90.85,394.9996666103983,72,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Boat seines,other_seines,seiners
2017,BEL,North Sea beam trawls for flatfish,102,27,TBB,13773.78,26111.43115688075,73,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Beam trawls,trawlers,trawlers
2017,BEL,North Sea dredges,103,27,DRB,217.98000000000002,252.87701620248976,74,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Boat dredges,dredge_fishing,dredge_fishing
2017,BEL,North Sea otter bottom trawls,104,27,OTB,2327.31,3368.0315337692514,75,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BEL,North Sea otter bottom trawls for flatfish,105,27,OTB,570.36,1645.2690185989381,76,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BEL,North Sea Scottish seine for finfish,106,27,SV_,1279.43,2589.9398379103254,77,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Boat seines,other_seines,seiners
2017,BEL,North Sea set Gillnets for demersal fish,107,27,GNB,5,6.766002098635887,78,Belgium,NA,none,none,056,255,BE,the Kingdom of Belgium,56,Belgium,Belgium,none,industrial,Bottom gillnet,set_gillnets,set_gillnets
2017,BEN,Industrial Inshore Crustacean Trawl (TBS),130,34,OTS,58.29999999999998,129.26773198100986,87,Benin,0-100m,Inshore,10-24 m,204,53,BJ,the Republic of Benin,204,Benin,Benin,industrial,industrial,Shrimp trawl,trawlers,trawlers
2017,BGD,Bay of Bengal bottom trawls,83,57,OTB,51801.41,55284.32201245772,89,Bangladesh,NA,none,none,050,16,BD,the People's Republic of Bangladesh,50,Bangladesh,Bangladesh,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BGD,Bay of Bengal longlines,86,57,LLB,13361.1,14259.445098596936,92,Bangladesh,NA,none,none,050,16,BD,the People's Republic of Bangladesh,50,Bangladesh,Bangladesh,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,BGD,Bay of Bengal trammel nets,87,57,GTR,11472.359999999999,12243.714125855538,93,Bangladesh,NA,none,none,050,16,BD,the People's Republic of Bangladesh,50,Bangladesh,Bangladesh,none,industrial,Trammel nets,other_fishing,other_fishing
2017,BGR,Black sea mid-water trawls,181,37,OTM,3609.57,4106.4504007401365,96,Bulgaria,NA,none,24-40 m,100,27,BG,the Republic of Bulgaria,100,Bulgaria,Bulgaria,none,industrial,"Otter trawls, midwater",trawlers,trawlers
2017,BHR,Shrimp trawl (industrial),81,51,OTS,5454.7,12094.67880685299,103,Bahrain,0-100m,Offshore,24-40 m,048,13,BH,the Kingdom of Bahrain,48,Bahrain,Bahrain,industrial,industrial,Shrimp trawl,trawlers,trawlers
2017,BLZ,Belize WCAO longline fishery,109,31,LLP,1300,1317.1226156069365,110,Belize,NA,none,none,084,23,BZ,Belize,84,Belize,Belize,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BLZ,Belize ECAO purse seine,117,34,PS_,86710,88842.21304555943,114,Belize,NA,none,none,084,23,BZ,Belize,84,Belize,Belize,none,industrial,Purse seine,other_seines,seiners
2017,BLZ,Belize SWAO longline fishery,118,41,LLP,239,242.14782713849286,115,Belize,NA,none,none,084,23,BZ,Belize,84,Belize,Belize,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRA,Brazil SWAO handline fishery,132,41,HL_,16144.14,17838.827106000543,116,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Handlines,pole_and_line,pole_and_line
2017,BRA,Brazil SWAO longline fishery,133,41,LLP,9095.34,9215.137960951755,117,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRA,Brazil SWAO pole-and-line fishery,134,41,PL_,20955.88,23130.11019636201,118,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Pole-and-line,pole_and_line,pole_and_line
2017,BRA,Rio de Janeiro boat seines,136,41,SV_,28916.319999999996,58535.06095205704,120,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Boat seines,other_seines,seiners
2017,BRA,Rio de Janeiro bottom longlines,137,41,LLB,1394.1499999999999,1831.9970960938906,121,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,BRA,Rio de Janeiro handlines,138,41,HL_,1360.73,1503.569200808412,122,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Handlines,pole_and_line,pole_and_line
2017,BRA,Rio de Janeiro longlines,140,41,LLP,1678.8899999999999,1813.0561063419636,124,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRA,Rio de Janeiro midwater trawls,141,41,OTM,7363.09,8376.666808423337,125,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Otter trawls, midwater",trawlers,trawlers
2017,BRA,Rio de Janeiro pair trawls,142,41,PTB,0.8200000000000001,1.5186634844868736,126,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Pair trawls, bottom",trawlers,trawlers
2017,BRA,Rio de Janeiro pots,143,41,FPO,227.82,273.1650734790168,127,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,BRA,Rio de Janeiro purse seines,144,41,PS_,4.1000000000000005,4.2135083532219575,128,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Purse seine,other_seines,seiners
2017,BRA,Rio de Janeiro set gillnets,145,41,GNP,128.35,145.35661813598898,129,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Pelagic gillnets,driftnets,driftnets
2017,BRA,Santa Catarina bottom longlines,146,41,LLB,1310.4399999999998,1721.9972805910784,130,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,BRA,Santa Catarina deep water trawls,147,41,OTB,14839.86,21475.91853104391,131,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BRA,Santa Catarina otter bottom trawls,148,41,OTB,8581.07,12619.220917986693,132,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BRA,Santa Catarina pair trawls,149,41,PTB,9011.43,16687.833367262978,133,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Pair trawls, bottom",trawlers,trawlers
2017,BRA,Santa Catarina pots,150,41,FPO,169.5,203.2371792904493,134,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,BRA,Santa Catarina purse seines,151,41,PS_,23534.34,24187.399682101895,135,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Purse seine,other_seines,seiners
2017,BRA,Santa Catarina set gillnets,152,41,GNB,19690.070000000003,26644.208149964747,136,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Bottom gillnet,set_gillnets,set_gillnets
2017,BRA,Sao Paulo bottom longlines,153,41,LLB,1858.4699999999998,2442.141528902439,137,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,BRA,Sao Paulo dip nets,156,41,LNB,2193.48,2437.200104264973,140,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Boat-operated lift nets,NA,driftnets
2017,BRA,Sao Paulo gillnets,160,41,GNB,2318.7999999999997,3137.753879370927,144,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Bottom gillnet,set_gillnets,set_gillnets
2017,BRA,Sao Paulo longlines,162,41,LLP,19601.23,19859.40258369337,146,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRA,Sao Paulo pair trawls,164,41,PTB,20051.55,37132.500354755655,148,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,"Pair trawls, bottom",trawlers,trawlers
2017,BRA,Sao Paulo pots,166,41,FPO,146.73000000000002,175.93507839182158,150,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,BRA,Sao Paulo purse seines free school,167,41,PS_,1494.3,1719.5629674181528,151,Brazil,NA,none,24-40 m,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Purse seine,other_seines,seiners
2017,BRA,Sao Paulo shallow-water shrimp trawls,168,41,OTS,1719.9999999999998,4057.5603221657857,152,Brazil,NA,none,none,076,21,BR,the Federative Republic of Brazil,76,Brazil,Brazil,none,industrial,Shrimp trawl,trawlers,trawlers
2017,BRB,Barbados WCAO HL fishery,89,31,HL_,35.699999999999996,39.44785354650649,154,Barbados,NA,none,none,052,14,BB,Barbados,52,Barbados,Barbados,none,industrial,Handlines,pole_and_line,pole_and_line
2017,BRB,Barbados WCAO LL fishery,90,31,LLP,282.3,304.85918980883133,155,Barbados,NA,none,none,052,14,BB,Barbados,52,Barbados,Barbados,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRB,Large pelagics,96,31,LLP,414.78,447.9265963995683,161,Barbados,100-500m,Offshore,10-24 m,052,14,BB,Barbados,52,Barbados,Barbados,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,BRN,S China Sea Bottom trawls,175,71,OTB,701.4,1015.0507057845746,163,Brunei Darussalam,NA,Offshore,none,096,26,BN,Brunei Darussalam,96,Brunei Darsm,Brunei Darussalam,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,BRN,S China Sea gillnets,176,71,GNS,81.83,99.06769780585105,164,Brunei Darussalam,NA,Offshore,none,096,26,BN,Brunei Darussalam,96,Brunei Darsm,Brunei Darussalam,none,industrial,Surface & Bottom Set Gillnet,set_gillnets,set_gillnets
2017,BRN,S China Sea Purse seines,178,71,PS_,362.39,380.26233111702123,166,Brunei Darussalam,NA,Offshore,none,096,26,BN,Brunei Darussalam,96,Brunei Darsm,Brunei Darussalam,none,industrial,Purse seine,other_seines,seiners
2017,CAN,Canada NWAO handline fishery,208,21,HL_,404.83000000000004,447.3258975379745,168,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Handlines,pole_and_line,pole_and_line
2017,CAN,Canada NWAO longline fishery,209,21,LLP,448.22999999999996,484.0499090243948,169,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CAN,NW Atlantic baited handlines,211,21,HL_,2763.0099999999998,2779.688261576476,171,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Handlines,pole_and_line,pole_and_line
2017,CAN,NW Atlantic beach and bar seine,212,21,SB_,2606.11,3058.8144738439996,172,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Beach seines,other_seines,seiners
2017,CAN,NW Atlantic boat dredge,213,21,DRB,95994.37,113558.00903750112,173,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Boat dredges,dredge_fishing,dredge_fishing
2017,CAN,NW Atlantic box net,214,21,FPO,96,115.10790036409871,174,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,CAN,NW Atlantic Danish seine,215,21,SV_,174.84999999999997,353.9470900511207,175,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Boat seines,other_seines,seiners
2017,CAN,NW Atlantic drifting gillnets,216,21,GNP,2016.44,2283.624168972165,176,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Pelagic gillnets,driftnets,driftnets
2017,CAN,NW Atlantic gillnets,218,21,GNP,25774.24,29189.399807301237,178,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Pelagic gillnets,driftnets,driftnets
2017,CAN,NW Atlantic longlines,220,21,LLB,12672.460000000001,14029.848224066338,180,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,CAN,NW Atlantic otter bottom trawls,221,21,OTB,54724.64,79196.2949302651,181,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,CAN,NW Atlantic pole-line (TUNA F),222,21,PL_,94.79,104.62456969865684,182,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Pole-and-line,pole_and_line,pole_and_line
2017,CAN,NW Atlantic pots,223,21,FPO,198550.71,246646.844974818,183,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Pots,pots_and_traps,pots_and_traps
2017,CAN,NW Atlantic purse seines,225,21,PS_,73891.43,77535.60317468784,185,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Purse seine,other_seines,seiners
2017,CAN,NW Atlantic Scottish seine,226,21,SV_,1418.28,2871.011933851512,186,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Boat seines,other_seines,seiners
2017,CAN,NW Atlantic set gillnets,227,21,GNB,31041.42,31691.08758645526,187,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Bottom gillnet,set_gillnets,set_gillnets
2017,CAN,NW Atlantic shrimp trawl,228,21,OTS,81439,180574.27963107263,188,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Shrimp trawl,trawlers,trawlers
2017,CAN,NW Atlantic squid jigger,229,21,HL_,608.85,672.762241049817,189,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Handlines,pole_and_line,pole_and_line
2017,CAN,NW Atlantic tuck seine,230,21,SV_,10342.17,20935.566554686317,190,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Boat seines,other_seines,seiners
2017,CAN,NW Atlantic weirs,231,21,FWR,4032.88,4196.545439369566,191,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,"Barriers, fences, traps, etc.",NA,pots_and_traps
2017,CAN,Canada NEPO troll fishery,234,67,LTL,1829,1830.7905531476865,194,Canada,NA,none,none,124,33,CA,Canada,124,Canada,Canada,none,industrial,Trolling lines,trollers,trollers
2017,CHL,Central and southern industrial beam bottom trawls,249,87,TBB,15159.28,27917.642839940716,202,Chile,NA,none,none,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,Beam trawls,trawlers,trawlers
2017,CHL,Central and southern industrial bottom trawls,250,87,OTB,49025.97,57904.68931527105,203,Chile,NA,none,none,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,CHL,Central and southern industrial purse seines,251,87,PS_,924775.07,925422.8663674052,204,Chile,NA,none,none,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,Purse seine,other_seines,seiners
2017,CHL,Central industrial gillnets,254,87,GNP,169.76,192.25373061163856,207,Chile,NA,none,10-24 m,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,Pelagic gillnets,driftnets,driftnets
2017,CHL,Central industrial longlines,255,87,LLB,870.59,1144.0080519831242,208,Chile,NA,none,none,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,Longlines - bottom,set_longlines,set_longlines
2017,CHL,Southern factory longliners,256,87,LLB,941.2699999999999,1236.8857910638362,209,Chile,NA,none,>40 m,152,40,CL,the Republic of Chile,152,Chile,Chile,none,industrial,Longlines - bottom,set_longlines,set_longlines
2017,CHL,Southern factory otter bottom trawls,257,87,OTB,33088.14,39080.48009188198,210,Chile,NA,none,>40 m,152,40,CL,the Republic of Chile,152,Chile,Chile,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,CHL,Southern Industrial pots,258,87,FPO,50.24,60.239869361686694,211,Chile,NA,none,24-40 m,152,40,CL,the Republic of Chile,152,Chile,Chile,industrial,industrial,Pots,pots_and_traps,pots_and_traps
2017,CHL,Antarctic factory otter bottom trawls,259,48,OTB,341,493.48769295488455,212,Chile,NA,none,>40 m,152,40,CL,the Republic of Chile,152,Chile,Chile,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,CHN,China NEAO longline BFT fishery,260,27,LLP,64,67.36842105263158,213,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,China WCAO longline fishery,261,31,LLP,342,346.503,214,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,China ECAO longline fishery,262,34,LLP,5411.934595550317,5483.2167504181925,215,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,Distant water purse seine ecA,263,34,PS_,154.77308088993667,162.9190325157228,216,China,>500m,Offshore,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Purse seine,other_seines,seiners
2017,CHN,Distant water trawl ecA,264,34,OTB,242.2923235597466,255.04454953496457,217,China,100-500m,Offshore,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,"Otter trawls, bottom",trawlers,trawlers
2017,CHN,China SWAO longline fishery,265,41,LLP,815,825.7343945068665,218,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,Pelagic trawls in swA for cephalopods,266,41,OTM,127763,134487.36848129763,219,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,"Otter trawls, midwater",trawlers,trawlers
2017,CHN,China SEAO longline fishery,267,47,LLP,367,371.83369583333337,220,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,Antarctic pelagic trawl,268,48,OTM,37599,39577.89437199827,221,China,>500m,Offshore,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,"Otter trawls, midwater",trawlers,trawlers
2017,CHN,China WIO longline fishery,269,51,LLP,12882,13560.001074582255,222,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
2017,CHN,China EIO longline fishery,270,57,LLP,1347,1417.8946537785591,223,China,NA,none,none,156,41,CN,the People's Republic of China,156,China Main,China,none,industrial,Longlines - pelagic,drifting_longlines,drifting_longlines
